history_id,opportunity_id,from_stage,to_stage,changed_at,changed_by_seller_id
H0006224,O001647,,Prospecting,2023-11-15 09:00:00,S037
H0006225,O001647,Prospecting,Closed Lost,2023-11-22 15:00:00,S037
H0006226,O001648,,Prospecting,2025-03-10 09:00:00,S037
H0006227,O001648,Prospecting,Qualification,2025-03-10 17:00:00,S037
H0006228,O001648,Qualification,Proposal,2025-03-29 17:00:00,S037
H0006229,O001648,Proposal,Negotiation,2025-04-06 13:00:00,S037
H0006230,O001648,Negotiation,Closed Won,2025-05-05 14:00:00,S037
H0006231,O001649,,Prospecting,2025-04-04 09:00:00,S020
H0006232,O001649,Prospecting,Qualification,2025-05-05 11:00:00,S020
H0006233,O001649,Qualification,Proposal,2025-05-12 10:00:00,S020
H0006234,O001649,Proposal,Negotiation,2025-05-27 11:00:00,S020
H0006235,O001649,Negotiation,Closed Lost,2025-05-29 12:00:00,S020
H0006236,O001650,,Prospecting,2025-05-12 09:00:00,S005
H0006237,O001650,Prospecting,Qualification,2025-06-08 15:00:00,S005
H0006238,O001650,Qualification,Closed Lost,2025-06-28 11:00:00,S005
H0006239,O001651,,Prospecting,2024-04-24 09:00:00,S026
H0006240,O001651,Prospecting,Closed Lost,2024-06-13 15:00:00,S026
H0006241,O001652,,Prospecting,2023-03-07 09:00:00,S004
H0006242,O001652,Prospecting,Qualification,2023-03-29 15:00:00,S004
H0006243,O001652,Qualification,Proposal,2023-04-23 15:00:00,S004
H0006244,O001652,Proposal,Negotiation,2023-05-18 10:00:00,S004
H0006245,O001652,Negotiation,Closed Won,2023-05-31 16:00:00,S004
H0006246,O001653,,Prospecting,2024-09-18 09:00:00,S040
H0006247,O001653,Prospecting,Qualification,2024-10-04 16:00:00,S040
H0006248,O001653,Qualification,Proposal,2024-10-14 16:00:00,S040
H0006249,O001653,Proposal,Negotiation,2024-11-28 11:00:00,S040
H0006250,O001653,Negotiation,Closed Lost,2024-12-10 13:00:00,S040
H0006251,O001654,,Prospecting,2025-01-28 09:00:00,S020
H0006252,O001654,Prospecting,Qualification,2025-01-29 10:00:00,S020
H0006253,O001654,Qualification,Proposal,2025-02-16 13:00:00,S020
H0006254,O001654,Proposal,Negotiation,2025-02-28 15:00:00,S020
H0006255,O001654,Negotiation,Closed Won,2025-05-10 16:00:00,S020
H0006256,O001655,,Prospecting,2024-01-17 09:00:00,S029
H0006257,O001655,Prospecting,Qualification,2024-01-23 13:00:00,S029
H0006258,O001655,Qualification,Closed Lost,2024-02-11 11:00:00,S029
H0006259,O001656,,Prospecting,2025-03-25 09:00:00,S023
H0006260,O001656,Prospecting,Qualification,2025-03-30 13:00:00,S023
H0006261,O001656,Qualification,Proposal,2025-04-06 11:00:00,S023
H0006262,O001656,Proposal,Negotiation,2025-04-26 16:00:00,S023
H0006263,O001656,Negotiation,Closed Lost,2025-04-28 13:00:00,S023
H0006264,O001657,,Prospecting,2025-06-19 09:00:00,S034
H0006265,O001658,,Prospecting,2023-07-18 09:00:00,S015
H0006266,O001658,Prospecting,Qualification,2023-07-31 10:00:00,S015
H0006267,O001658,Qualification,Proposal,2023-08-12 16:00:00,S015
H0006268,O001658,Proposal,Negotiation,2023-08-26 09:00:00,S015
H0006269,O001658,Negotiation,Closed Won,2023-09-04 11:00:00,S015
H0006270,O001659,,Prospecting,2023-02-12 09:00:00,S035
H0006271,O001659,Prospecting,Qualification,2023-03-02 16:00:00,S035
H0006272,O001659,Qualification,Closed Lost,2023-05-18 09:00:00,S035
H0006273,O001660,,Prospecting,2024-12-29 09:00:00,S032
H0006274,O001660,Prospecting,Qualification,2025-01-16 16:00:00,S032
H0006275,O001660,Qualification,Proposal,2025-01-23 09:00:00,S032
H0006276,O001660,Proposal,Negotiation,2025-01-23 10:00:00,S032
H0006277,O001660,Negotiation,Closed Won,2025-02-13 10:00:00,S032
H0006278,O001661,,Prospecting,2023-01-23 09:00:00,S001
H0006279,O001661,Prospecting,Qualification,2023-01-27 09:00:00,S001
H0006280,O001661,Qualification,Proposal,2023-02-14 10:00:00,S001
H0006281,O001661,Proposal,Negotiation,2023-02-18 15:00:00,S001
H0006282,O001661,Negotiation,Closed Won,2023-02-24 14:00:00,S001
H0006283,O001662,,Prospecting,2025-04-20 09:00:00,S005
H0006284,O001662,Prospecting,Qualification,2025-05-09 13:00:00,S005
H0006285,O001662,Qualification,Closed Lost,2025-05-23 13:00:00,S005
H0006286,O001663,,Prospecting,2025-05-23 09:00:00,S004
H0006287,O001663,Prospecting,Qualification,2025-06-20 09:00:00,S004
H0006288,O001664,,Prospecting,2024-08-12 09:00:00,S015
H0006289,O001664,Prospecting,Qualification,2024-08-21 10:00:00,S015
H0006290,O001664,Qualification,Proposal,2024-09-09 11:00:00,S015
H0006291,O001664,Proposal,Closed Lost,2024-11-22 11:00:00,S015
H0006292,O001665,,Prospecting,2024-07-04 09:00:00,S026
H0006293,O001665,Prospecting,Qualification,2024-07-06 12:00:00,S026
H0006294,O001665,Qualification,Proposal,2024-07-08 08:00:00,S026
H0006295,O001665,Proposal,Closed Lost,2024-07-18 11:00:00,S026
H0006296,O001666,,Prospecting,2024-07-28 09:00:00,S001
H0006297,O001666,Prospecting,Qualification,2024-08-06 11:00:00,S001
H0006298,O001666,Qualification,Proposal,2024-08-24 13:00:00,S001
H0006299,O001666,Proposal,Negotiation,2024-09-15 08:00:00,S001
H0006300,O001666,Negotiation,Closed Won,2024-09-19 14:00:00,S001
H0006301,O001667,,Prospecting,2023-12-12 09:00:00,S022
H0006302,O001667,Prospecting,Qualification,2023-12-24 11:00:00,S022
H0006303,O001667,Qualification,Proposal,2024-01-02 14:00:00,S022
H0006304,O001667,Proposal,Negotiation,2024-01-02 08:00:00,S022
H0006305,O001667,Negotiation,Closed Won,2024-01-17 16:00:00,S022
H0006306,O001668,,Prospecting,2025-02-10 09:00:00,S012
H0006307,O001668,Prospecting,Qualification,2025-02-20 17:00:00,S012
H0006308,O001668,Qualification,Proposal,2025-02-23 11:00:00,S012
H0006309,O001668,Proposal,Negotiation,2025-03-02 16:00:00,S012
H0006310,O001668,Negotiation,Closed Won,2025-03-09 13:00:00,S012
H0006311,O001669,,Prospecting,2024-04-21 09:00:00,S022
H0006312,O001669,Prospecting,Qualification,2024-04-23 13:00:00,S022
H0006313,O001669,Qualification,Proposal,2024-04-24 16:00:00,S022
H0006314,O001669,Proposal,Negotiation,2024-04-27 12:00:00,S022
H0006315,O001669,Negotiation,Closed Lost,2024-06-01 11:00:00,S022
H0006316,O001670,,Prospecting,2024-06-06 09:00:00,S038
H0006317,O001670,Prospecting,Qualification,2024-08-02 13:00:00,S038
H0006318,O001670,Qualification,Proposal,2024-08-28 12:00:00,S038
H0006319,O001670,Proposal,Negotiation,2024-09-08 09:00:00,S038
H0006320,O001670,Negotiation,Closed Won,2024-10-29 13:00:00,S038
H0006321,O001671,,Prospecting,2024-10-17 09:00:00,S016
H0006322,O001671,Prospecting,Qualification,2024-10-25 11:00:00,S016
H0006323,O001671,Qualification,Closed Lost,2025-01-14 13:00:00,S016
H0006324,O001672,,Prospecting,2024-10-05 09:00:00,S027
H0006325,O001672,Prospecting,Closed Lost,2024-11-01 12:00:00,S027
H0006326,O001673,,Prospecting,2023-07-11 09:00:00,S016
H0006327,O001673,Prospecting,Qualification,2023-08-15 11:00:00,S016
H0006328,O001673,Qualification,Proposal,2023-10-14 09:00:00,S016
H0006329,O001673,Proposal,Negotiation,2023-11-01 17:00:00,S016
H0006330,O001673,Negotiation,Closed Lost,2023-11-04 13:00:00,S016
H0006331,O001674,,Prospecting,2025-05-17 09:00:00,S025
H0006332,O001674,Prospecting,Qualification,2025-05-21 11:00:00,S025
H0006333,O001674,Qualification,Proposal,2025-06-26 15:00:00,S025
H0006334,O001675,,Prospecting,2025-05-16 09:00:00,S024
H0006335,O001675,Prospecting,Qualification,2025-06-23 14:00:00,S024
H0006336,O001675,Qualification,Proposal,2025-06-28 12:00:00,S024
H0006337,O001676,,Prospecting,2025-06-01 09:00:00,S009
H0006338,O001676,Prospecting,Closed Lost,2025-06-18 11:00:00,S009
H0006339,O001677,,Prospecting,2025-03-19 09:00:00,S026
H0006340,O001677,Prospecting,Closed Lost,2025-05-08 16:00:00,S026
H0006341,O001678,,Prospecting,2024-08-18 09:00:00,S017
H0006342,O001678,Prospecting,Qualification,2024-08-27 13:00:00,S017
H0006343,O001678,Qualification,Proposal,2024-09-12 09:00:00,S017
H0006344,O001678,Proposal,Closed Lost,2024-09-16 13:00:00,S017
H0006345,O001679,,Prospecting,2025-05-06 09:00:00,S024
H0006346,O001679,Prospecting,Qualification,2025-05-16 11:00:00,S024
H0006347,O001679,Qualification,Proposal,2025-05-31 08:00:00,S024
H0006348,O001679,Proposal,Negotiation,2025-06-04 17:00:00,S024
H0006349,O001680,,Prospecting,2023-05-08 09:00:00,S018
H0006350,O001680,Prospecting,Qualification,2023-05-17 16:00:00,S018
H0006351,O001680,Qualification,Closed Lost,2023-05-25 10:00:00,S018
H0006352,O001681,,Prospecting,2023-05-11 09:00:00,S012
H0006353,O001681,Prospecting,Qualification,2023-05-21 10:00:00,S012
H0006354,O001681,Qualification,Proposal,2023-06-20 08:00:00,S012
H0006355,O001681,Proposal,Negotiation,2023-06-22 16:00:00,S012
H0006356,O001681,Negotiation,Closed Won,2023-07-06 15:00:00,S012
H0006357,O001682,,Prospecting,2024-05-19 09:00:00,S001
H0006358,O001682,Prospecting,Qualification,2024-07-14 12:00:00,S001
H0006359,O001682,Qualification,Closed Lost,2024-07-30 13:00:00,S001
H0006360,O001683,,Prospecting,2023-03-13 09:00:00,S023
H0006361,O001683,Prospecting,Qualification,2023-03-18 14:00:00,S023
H0006362,O001683,Qualification,Proposal,2023-03-22 11:00:00,S023
H0006363,O001683,Proposal,Closed Lost,2023-03-27 16:00:00,S023
H0006364,O001684,,Prospecting,2023-06-19 09:00:00,S018
H0006365,O001684,Prospecting,Qualification,2023-08-08 11:00:00,S018
H0006366,O001684,Qualification,Proposal,2023-08-31 09:00:00,S018
H0006367,O001684,Proposal,Negotiation,2023-09-11 17:00:00,S018
H0006368,O001684,Negotiation,Closed Won,2023-10-16 15:00:00,S018
H0006369,O001685,,Prospecting,2023-04-13 09:00:00,S028
H0006370,O001685,Prospecting,Closed Lost,2023-07-06 11:00:00,S028
H0006371,O001686,,Prospecting,2024-01-15 09:00:00,S027
H0006372,O001686,Prospecting,Closed Lost,2024-02-13 10:00:00,S027
H0006373,O001687,,Prospecting,2024-06-03 09:00:00,S037
H0006374,O001687,Prospecting,Qualification,2024-06-12 12:00:00,S037
H0006375,O001687,Qualification,Proposal,2024-07-02 08:00:00,S037
H0006376,O001687,Proposal,Negotiation,2024-08-09 17:00:00,S037
H0006377,O001687,Negotiation,Closed Won,2024-09-12 10:00:00,S037
H0006378,O001688,,Prospecting,2023-06-04 09:00:00,S023
H0006379,O001688,Prospecting,Qualification,2023-06-04 11:00:00,S023
H0006380,O001688,Qualification,Proposal,2023-06-17 08:00:00,S023
H0006381,O001688,Proposal,Negotiation,2023-06-24 10:00:00,S023
H0006382,O001688,Negotiation,Closed Won,2023-07-29 17:00:00,S023
H0006383,O001689,,Prospecting,2025-03-08 09:00:00,S036
H0006384,O001689,Prospecting,Closed Lost,2025-04-07 14:00:00,S036
H0006385,O001690,,Prospecting,2024-07-12 09:00:00,S032
H0006386,O001690,Prospecting,Qualification,2024-07-15 17:00:00,S032
H0006387,O001690,Qualification,Closed Lost,2024-07-29 12:00:00,S032
H0006388,O001691,,Prospecting,2023-03-29 09:00:00,S008
H0006389,O001691,Prospecting,Qualification,2023-03-31 09:00:00,S008
H0006390,O001691,Qualification,Proposal,2023-03-31 09:00:00,S008
H0006391,O001691,Proposal,Negotiation,2023-04-07 17:00:00,S008
H0006392,O001691,Negotiation,Closed Won,2023-04-08 15:00:00,S008
H0006393,O001692,,Prospecting,2024-10-23 09:00:00,S007
H0006394,O001692,Prospecting,Qualification,2024-11-11 08:00:00,S007
H0006395,O001692,Qualification,Proposal,2024-11-24 16:00:00,S007
H0006396,O001692,Proposal,Negotiation,2024-12-08 11:00:00,S007
H0006397,O001692,Negotiation,Closed Won,2024-12-19 15:00:00,S007
H0006398,O001693,,Prospecting,2024-09-09 09:00:00,S038
H0006399,O001693,Prospecting,Qualification,2024-09-09 11:00:00,S038
H0006400,O001693,Qualification,Proposal,2024-09-12 15:00:00,S038
H0006401,O001693,Proposal,Negotiation,2024-10-01 09:00:00,S038
H0006402,O001693,Negotiation,Closed Lost,2024-11-06 11:00:00,S038
H0006403,O001694,,Prospecting,2024-05-27 09:00:00,S015
H0006404,O001694,Prospecting,Closed Lost,2024-09-07 09:00:00,S015
H0006405,O001695,,Prospecting,2025-03-07 09:00:00,S008
H0006406,O001695,Prospecting,Qualification,2025-03-07 17:00:00,S008
H0006407,O001695,Qualification,Proposal,2025-03-09 10:00:00,S008
H0006408,O001695,Proposal,Negotiation,2025-04-17 13:00:00,S008
H0006409,O001695,Negotiation,Closed Won,2025-04-26 10:00:00,S008
H0006410,O001696,,Prospecting,2025-04-04 09:00:00,S020
H0006411,O001696,Prospecting,Qualification,2025-05-18 11:00:00,S020
H0006412,O001696,Qualification,Closed Lost,2025-05-30 17:00:00,S020
H0006413,O001697,,Prospecting,2025-05-17 09:00:00,S025
H0006414,O001697,Prospecting,Qualification,2025-05-24 15:00:00,S025
H0006415,O001697,Qualification,Proposal,2025-06-07 16:00:00,S025
H0006416,O001698,,Prospecting,2025-06-21 09:00:00,S023
H0006417,O001699,,Prospecting,2025-04-22 09:00:00,S005
H0006418,O001699,Prospecting,Qualification,2025-05-16 12:00:00,S005
H0006419,O001699,Qualification,Proposal,2025-05-19 08:00:00,S005
H0006420,O001699,Proposal,Negotiation,2025-06-07 10:00:00,S005
H0006421,O001699,Negotiation,Closed Lost,2025-06-27 12:00:00,S005
H0006422,O001700,,Prospecting,2025-04-30 09:00:00,S009
H0006423,O001700,Prospecting,Qualification,2025-05-02 15:00:00,S009
H0006424,O001700,Qualification,Proposal,2025-05-11 12:00:00,S009
H0006425,O001701,,Prospecting,2025-03-19 09:00:00,S002
H0006426,O001701,Prospecting,Qualification,2025-03-21 12:00:00,S002
H0006427,O001701,Qualification,Proposal,2025-05-19 14:00:00,S002
H0006428,O001701,Proposal,Negotiation,2025-06-03 17:00:00,S002
H0006429,O001701,Negotiation,Closed Won,2025-06-05 12:00:00,S002
H0006430,O001702,,Prospecting,2023-07-29 09:00:00,S005
H0006431,O001702,Prospecting,Closed Lost,2023-08-29 09:00:00,S005
H0006432,O001703,,Prospecting,2025-03-01 09:00:00,S017
H0006433,O001703,Prospecting,Qualification,2025-03-02 17:00:00,S017
H0006434,O001703,Qualification,Proposal,2025-03-02 12:00:00,S017
H0006435,O001703,Proposal,Negotiation,2025-03-06 16:00:00,S017
H0006436,O001703,Negotiation,Closed Won,2025-03-17 14:00:00,S017
H0006437,O001704,,Prospecting,2023-11-26 09:00:00,S005
H0006438,O001704,Prospecting,Qualification,2024-01-02 10:00:00,S005
H0006439,O001704,Qualification,Proposal,2024-01-30 08:00:00,S005
H0006440,O001704,Proposal,Negotiation,2024-02-09 15:00:00,S005
H0006441,O001704,Negotiation,Closed Won,2024-03-04 11:00:00,S005
H0006442,O001705,,Prospecting,2023-07-29 09:00:00,S011
H0006443,O001705,Prospecting,Qualification,2023-08-03 15:00:00,S011
H0006444,O001705,Qualification,Closed Lost,2023-09-04 13:00:00,S011
H0006445,O001706,,Prospecting,2024-05-04 09:00:00,S037
H0006446,O001706,Prospecting,Qualification,2024-05-05 15:00:00,S037
H0006447,O001706,Qualification,Proposal,2024-05-31 16:00:00,S037
H0006448,O001706,Proposal,Closed Lost,2024-06-07 11:00:00,S037
H0006449,O001707,,Prospecting,2024-10-20 09:00:00,S015
H0006450,O001707,Prospecting,Closed Lost,2025-01-05 15:00:00,S015
H0006451,O001708,,Prospecting,2024-02-02 09:00:00,S017
H0006452,O001708,Prospecting,Qualification,2024-02-08 12:00:00,S017
H0006453,O001708,Qualification,Proposal,2024-02-23 12:00:00,S017
H0006454,O001708,Proposal,Negotiation,2024-02-27 17:00:00,S017
H0006455,O001708,Negotiation,Closed Won,2024-03-27 11:00:00,S017
H0006456,O001709,,Prospecting,2024-04-20 09:00:00,S040
H0006457,O001709,Prospecting,Closed Lost,2024-06-21 13:00:00,S040
H0006458,O001710,,Prospecting,2025-05-17 09:00:00,S005
H0006459,O001710,Prospecting,Qualification,2025-05-21 10:00:00,S005
H0006460,O001710,Qualification,Closed Lost,2025-06-11 10:00:00,S005
H0006461,O001711,,Prospecting,2023-07-04 09:00:00,S010
H0006462,O001711,Prospecting,Closed Lost,2023-07-31 17:00:00,S010
H0006463,O001712,,Prospecting,2023-03-21 09:00:00,S026
H0006464,O001712,Prospecting,Qualification,2023-04-03 16:00:00,S026
H0006465,O001712,Qualification,Proposal,2023-04-16 14:00:00,S026
H0006466,O001712,Proposal,Negotiation,2023-05-01 14:00:00,S026
H0006467,O001712,Negotiation,Closed Won,2023-07-03 15:00:00,S026
H0006468,O001713,,Prospecting,2024-10-07 09:00:00,S040
H0006469,O001713,Prospecting,Qualification,2024-11-01 09:00:00,S040
H0006470,O001713,Qualification,Closed Lost,2025-01-03 17:00:00,S040
H0006471,O001714,,Prospecting,2025-02-05 09:00:00,S033
H0006472,O001714,Prospecting,Qualification,2025-02-22 08:00:00,S033
H0006473,O001714,Qualification,Proposal,2025-05-06 16:00:00,S033
H0006474,O001714,Proposal,Negotiation,2025-06-15 16:00:00,S033
H0006475,O001714,Negotiation,Closed Won,2025-06-16 17:00:00,S033
H0006476,O001715,,Prospecting,2025-04-17 09:00:00,S037
H0006477,O001715,Prospecting,Qualification,2025-05-10 10:00:00,S037
H0006478,O001715,Qualification,Closed Lost,2025-05-17 11:00:00,S037
H0006479,O001716,,Prospecting,2025-01-22 09:00:00,S016
H0006480,O001716,Prospecting,Qualification,2025-03-07 09:00:00,S016
H0006481,O001716,Qualification,Closed Lost,2025-04-03 13:00:00,S016
H0006482,O001717,,Prospecting,2024-10-26 09:00:00,S039
H0006483,O001717,Prospecting,Closed Lost,2024-12-05 15:00:00,S039
H0006484,O001718,,Prospecting,2023-08-19 09:00:00,S002
H0006485,O001718,Prospecting,Qualification,2023-08-26 17:00:00,S002
H0006486,O001718,Qualification,Proposal,2023-09-03 08:00:00,S002
H0006487,O001718,Proposal,Closed Lost,2023-10-28 14:00:00,S002
H0006488,O001719,,Prospecting,2025-05-21 09:00:00,S009
H0006489,O001719,Prospecting,Qualification,2025-06-04 10:00:00,S009
H0006490,O001720,,Prospecting,2024-06-16 09:00:00,S014
H0006491,O001720,Prospecting,Qualification,2024-07-26 14:00:00,S014
H0006492,O001720,Qualification,Proposal,2024-07-31 15:00:00,S014
H0006493,O001720,Proposal,Closed Lost,2024-08-13 13:00:00,S014
H0006494,O001721,,Prospecting,2024-08-09 09:00:00,S022
H0006495,O001721,Prospecting,Closed Lost,2024-08-28 09:00:00,S022
H0006496,O001722,,Prospecting,2023-02-25 09:00:00,S019
H0006497,O001722,Prospecting,Qualification,2023-03-31 08:00:00,S019
H0006498,O001722,Qualification,Proposal,2023-04-14 09:00:00,S019
H0006499,O001722,Proposal,Negotiation,2023-05-03 08:00:00,S019
H0006500,O001722,Negotiation,Closed Won,2023-05-13 16:00:00,S019
H0006501,O001723,,Prospecting,2023-07-20 09:00:00,S003
H0006502,O001723,Prospecting,Qualification,2023-07-24 16:00:00,S003
H0006503,O001723,Qualification,Proposal,2023-08-21 08:00:00,S003
H0006504,O001723,Proposal,Closed Lost,2023-08-30 14:00:00,S003
H0006505,O001724,,Prospecting,2023-09-01 09:00:00,S011
H0006506,O001724,Prospecting,Qualification,2023-09-16 08:00:00,S011
H0006507,O001724,Qualification,Proposal,2023-09-26 13:00:00,S011
H0006508,O001724,Proposal,Negotiation,2023-11-13 12:00:00,S011
H0006509,O001724,Negotiation,Closed Won,2023-11-15 17:00:00,S011
H0006510,O001725,,Prospecting,2023-08-31 09:00:00,S011
H0006511,O001725,Prospecting,Qualification,2023-09-03 12:00:00,S011
H0006512,O001725,Qualification,Proposal,2023-09-04 15:00:00,S011
H0006513,O001725,Proposal,Negotiation,2023-10-04 14:00:00,S011
H0006514,O001725,Negotiation,Closed Won,2023-11-09 09:00:00,S011
H0006515,O001726,,Prospecting,2024-04-27 09:00:00,S004
H0006516,O001726,Prospecting,Qualification,2024-05-14 08:00:00,S004
H0006517,O001726,Qualification,Proposal,2024-06-08 17:00:00,S004
H0006518,O001726,Proposal,Negotiation,2024-06-16 08:00:00,S004
H0006519,O001726,Negotiation,Closed Lost,2024-06-18 15:00:00,S004
H0006520,O001727,,Prospecting,2025-02-23 09:00:00,S032
H0006521,O001727,Prospecting,Qualification,2025-03-05 16:00:00,S032
H0006522,O001727,Qualification,Proposal,2025-03-13 09:00:00,S032
H0006523,O001727,Proposal,Closed Lost,2025-03-26 14:00:00,S032
H0006524,O001728,,Prospecting,2023-04-06 09:00:00,S001
H0006525,O001728,Prospecting,Qualification,2023-04-10 14:00:00,S001
H0006526,O001728,Qualification,Proposal,2023-04-12 08:00:00,S001
H0006527,O001728,Proposal,Negotiation,2023-04-13 09:00:00,S001
H0006528,O001728,Negotiation,Closed Won,2023-04-26 13:00:00,S001
H0006529,O001729,,Prospecting,2025-04-07 09:00:00,S025
H0006530,O001729,Prospecting,Qualification,2025-04-30 15:00:00,S025
H0006531,O001729,Qualification,Proposal,2025-05-01 08:00:00,S025
H0006532,O001729,Proposal,Closed Lost,2025-05-14 14:00:00,S025
H0006533,O001730,,Prospecting,2025-03-06 09:00:00,S005
H0006534,O001730,Prospecting,Qualification,2025-03-06 10:00:00,S005
H0006535,O001730,Qualification,Proposal,2025-03-08 17:00:00,S005
H0006536,O001730,Proposal,Negotiation,2025-03-21 10:00:00,S005
H0006537,O001730,Negotiation,Closed Won,2025-06-03 16:00:00,S005
H0006538,O001731,,Prospecting,2024-10-30 09:00:00,S031
H0006539,O001731,Prospecting,Closed Lost,2024-12-02 14:00:00,S031
H0006540,O001732,,Prospecting,2025-04-29 09:00:00,S016
H0006541,O001732,Prospecting,Qualification,2025-05-22 14:00:00,S016
H0006542,O001732,Qualification,Proposal,2025-06-27 08:00:00,S016
H0006543,O001733,,Prospecting,2025-02-24 09:00:00,S014
H0006544,O001733,Prospecting,Qualification,2025-03-02 08:00:00,S014
H0006545,O001733,Qualification,Proposal,2025-03-03 10:00:00,S014
H0006546,O001733,Proposal,Negotiation,2025-03-07 16:00:00,S014
H0006547,O001733,Negotiation,Closed Lost,2025-03-08 09:00:00,S014
H0006548,O001734,,Prospecting,2025-05-14 09:00:00,S034
H0006549,O001734,Prospecting,Qualification,2025-06-16 17:00:00,S034
H0006550,O001735,,Prospecting,2023-03-23 09:00:00,S022
H0006551,O001735,Prospecting,Qualification,2023-04-06 17:00:00,S022
H0006552,O001735,Qualification,Closed Lost,2023-04-13 11:00:00,S022
H0006553,O001736,,Prospecting,2025-01-05 09:00:00,S020
H0006554,O001736,Prospecting,Qualification,2025-01-13 13:00:00,S020
H0006555,O001736,Qualification,Proposal,2025-02-22 14:00:00,S020
H0006556,O001736,Proposal,Negotiation,2025-03-20 13:00:00,S020
H0006557,O001736,Negotiation,Closed Won,2025-03-29 13:00:00,S020
H0006558,O001737,,Prospecting,2025-06-15 09:00:00,S028
H0006559,O001738,,Prospecting,2024-09-11 09:00:00,S040
H0006560,O001738,Prospecting,Qualification,2024-11-25 10:00:00,S040
H0006561,O001738,Qualification,Closed Lost,2025-01-03 14:00:00,S040
H0006562,O001739,,Prospecting,2025-04-10 09:00:00,S002
H0006563,O001739,Prospecting,Qualification,2025-04-22 11:00:00,S002
H0006564,O001739,Qualification,Proposal,2025-05-15 14:00:00,S002
H0006565,O001739,Proposal,Negotiation,2025-05-26 14:00:00,S002
H0006566,O001739,Negotiation,Closed Lost,2025-06-16 12:00:00,S002
H0006567,O001740,,Prospecting,2024-04-17 09:00:00,S026
H0006568,O001740,Prospecting,Closed Lost,2024-06-25 09:00:00,S026
H0006569,O001741,,Prospecting,2024-11-19 09:00:00,S020
H0006570,O001741,Prospecting,Qualification,2024-11-21 16:00:00,S020
H0006571,O001741,Qualification,Proposal,2024-11-28 11:00:00,S020
H0006572,O001741,Proposal,Negotiation,2024-12-21 09:00:00,S020
H0006573,O001741,Negotiation,Closed Won,2024-12-25 09:00:00,S020
H0006574,O001742,,Prospecting,2024-05-27 09:00:00,S001
H0006575,O001742,Prospecting,Qualification,2024-05-29 10:00:00,S001
H0006576,O001742,Qualification,Proposal,2024-06-07 15:00:00,S001
H0006577,O001742,Proposal,Negotiation,2024-06-12 14:00:00,S001
H0006578,O001742,Negotiation,Closed Lost,2024-06-26 14:00:00,S001
H0006579,O001743,,Prospecting,2024-05-30 09:00:00,S021
H0006580,O001743,Prospecting,Closed Lost,2024-10-07 13:00:00,S021
H0006581,O001744,,Prospecting,2024-02-27 09:00:00,S023
H0006582,O001744,Prospecting,Qualification,2024-03-01 13:00:00,S023
H0006583,O001744,Qualification,Proposal,2024-03-02 09:00:00,S023
H0006584,O001744,Proposal,Negotiation,2024-03-04 08:00:00,S023
H0006585,O001744,Negotiation,Closed Lost,2024-03-07 15:00:00,S023
H0006586,O001745,,Prospecting,2024-07-29 09:00:00,S027
H0006587,O001745,Prospecting,Qualification,2024-08-17 14:00:00,S027
H0006588,O001745,Qualification,Closed Lost,2024-09-20 14:00:00,S027
H0006589,O001746,,Prospecting,2024-01-12 09:00:00,S002
H0006590,O001746,Prospecting,Qualification,2024-03-06 14:00:00,S002
H0006591,O001746,Qualification,Closed Lost,2024-03-09 12:00:00,S002
H0006592,O001747,,Prospecting,2025-01-31 09:00:00,S033
H0006593,O001747,Prospecting,Qualification,2025-02-13 10:00:00,S033
H0006594,O001747,Qualification,Proposal,2025-02-23 10:00:00,S033
H0006595,O001747,Proposal,Negotiation,2025-03-04 13:00:00,S033
H0006596,O001747,Negotiation,Closed Won,2025-03-15 11:00:00,S033
H0006597,O001748,,Prospecting,2025-03-01 09:00:00,S017
H0006598,O001748,Prospecting,Qualification,2025-03-17 17:00:00,S017
H0006599,O001748,Qualification,Closed Lost,2025-04-11 09:00:00,S017
H0006600,O001749,,Prospecting,2024-05-18 09:00:00,S015
H0006601,O001749,Prospecting,Qualification,2024-06-07 08:00:00,S015
H0006602,O001749,Qualification,Closed Lost,2024-07-28 10:00:00,S015
H0006603,O001750,,Prospecting,2023-03-13 09:00:00,S002
H0006604,O001750,Prospecting,Qualification,2023-03-16 09:00:00,S002
H0006605,O001750,Qualification,Proposal,2023-03-23 17:00:00,S002
H0006606,O001750,Proposal,Negotiation,2023-04-17 08:00:00,S002
H0006607,O001750,Negotiation,Closed Lost,2023-05-09 09:00:00,S002
H0006608,O001751,,Prospecting,2023-06-15 09:00:00,S012
H0006609,O001751,Prospecting,Qualification,2023-06-19 15:00:00,S012
H0006610,O001751,Qualification,Closed Lost,2023-07-29 09:00:00,S012
H0006611,O001752,,Prospecting,2024-05-30 09:00:00,S019
H0006612,O001752,Prospecting,Closed Lost,2024-07-21 17:00:00,S019
H0006613,O001753,,Prospecting,2025-06-11 09:00:00,S019
H0006614,O001753,Prospecting,Qualification,2025-06-24 17:00:00,S019
H0006615,O001754,,Prospecting,2025-06-09 09:00:00,S004
H0006616,O001755,,Prospecting,2025-05-30 09:00:00,S030
H0006617,O001755,Prospecting,Qualification,2025-06-16 09:00:00,S030
H0006618,O001756,,Prospecting,2025-02-13 09:00:00,S012
H0006619,O001756,Prospecting,Closed Lost,2025-04-23 15:00:00,S012
H0006620,O001757,,Prospecting,2025-06-07 09:00:00,S009
H0006621,O001757,Prospecting,Qualification,2025-06-08 13:00:00,S009
