opportunity_id,opportunity_name,account_id,seller_id,product,lead_source,stage,probability,amount,currency,created_date,expected_close_date,actual_close_date,last_modified_ts
O002277,Lumen Markets S.A. - Collaboration Tools,A0254,S027,Collaboration Tools,Partner,Closed Lost,0.0,8300.0,USD,2024-06-18,2024-08-23,2024-07-24,2024-07-24 14:04:00
O001695,Lumen Retail Co. - Analytics Platform,A0410,S008,Analytics Platform,Partner,Closed Won,1.0,16200.0,USD,2025-03-07,2025-06-27,2025-04-26,2025-04-26 10:34:00
O000572,Sahara Clinics Ltd - Collaboration Tools,A0203,S009,Collaboration Tools,Outbound,Closed Lost,0.0,24000.0,USD,2025-03-04,2025-07-03,2025-05-01,2025-05-01 18:02:00
O001436,Harbor Systems LLC - Cloud Suite,A0084,S006,Cloud Suite,Referral,Closed Lost,0.0,59200.0,USD,2024-01-01,2024-02-25,2024-04-21,2024-04-21 09:23:00
O000994,Prime Pharma GmbH - Analytics Platform,A0057,S006,Analytics Platform,Partner,Closed Won,1.0,37000.0,USD,2023-01-28,2023-05-02,2023-03-29,2023-03-29 11:17:00
O001463,Nile Media Ltd - Cloud Suite,A0374,S037,Cloud Suite,Referral,Closed Won,1.0,37800.0,USD,2025-02-21,2025-04-18,2025-05-02,2025-05-02 10:53:00
O001460,Granite Retail S.A. 223 - Security Bundle,A0224,S001,Security Bundle,Outbound,Closed Lost,0.0,21400.0,USD,2025-02-14,2025-04-02,2025-03-01,2025-03-01 18:35:00
O000586,Silver Foods LLC - Cloud Suite,A0065,S025,Cloud Suite,Outbound,Closed Won,1.0,41200.0,USD,2025-04-18,2025-07-29,2025-06-11,2025-06-11 10:50:00
O000789,Silver Studios Ltd - Security Bundle,A0256,S008,Security Bundle,Partner,Qualification,0.25,11700.0,usd,2024-07-04,2024-10-12,2024-07-11,2024-06-27 18:04:00
O000920,Nova Capital S.A. - Cloud Suite,A0422,S034,Cloud Suite,Outbound,Qualification,0.25,38400.0,USD,2023-02-11,2023-05-03,2023-04-19,2023-04-07 13:19:00
O001350,Nile Energy Inc. - Security Bundle,A0205,S007,Security Bundle,Partner,Closed Won,1.0,10200.0,USD,2025-04-07,2025-08-04,2025-05-28,2025-05-28 08:18:00
O001008,Zenith Media Group - Cloud Suite,A0136,S023,Cloud Suite,Partner,Closed Lost,0.0,13600.0,USD,2025-04-30,2025-08-21,2025-05-10,2025-05-10 08:57:00
O000675,Prime Logistics LLC - Analytics Platform,A0189,S012,Analytics Platform,Referral,Closed Won,1.0,18600.0,USD,2023-04-30,2023-06-27,2023-07-17,2023-07-17 09:06:00
O002214,Delta Systems Holdings - Cloud Suite,A0322,S032,Cloud Suite,Outbound,Closed Lost,0.0,11900.0,USD,2025-04-01,2025-07-03,2025-05-14,2025-05-14 16:33:00
O000856,North Labs Holdings - Support Plan,A0002,S016,Support Plan,Outbound,Negotiation,0.75,17500.0,USD,2025-01-30,2025-05-11,,2025-06-29 15:16:00
O000448,Prime Clinics LLC - Analytics Platform,A0284,S039,Analytics Platform,Outbound,Closed Won,1.0,85700.0,USD,2024-03-04,2024-06-10,2024-04-11,2024-04-11 18:37:00
O001481,Granite Industries Holdings - Cloud Suite,A0202,S038,Cloud Suite,Partner,Closed Won,1.0,34800.0,USD,2024-03-07,2024-05-26,2024-06-04,2024-06-04 18:57:00
O001736,Coral Retail Inc. - Support Plan,A0012,S020,Support Plan,Referral,Closed Won,1.0,2300.0,USD,2025-01-05,2025-02-24,2025-03-29,2025-03-29 17:27:00
O002549,North Motors Co. - Security Bundle,A0129,S006,Security Bundle,Inbound,Closed Lost,0.0,17700.0,USD,2023-04-21,2023-07-19,2023-05-28,2023-05-28 12:56:00
O002292,Lumen Textiles Co. - Cloud Suite,A0028,S011,Cloud Suite,Partner,Qualification,0.25,7800.0,USD,2025-05-15,2025-09-02,,2025-06-25 10:38:00
O002716,Pioneer Studios Group - Support Plan,A0334,S019,Support Plan,Outbound,Closed Won,1.0,3800.0,USD,2023-02-17,2023-06-08,2023-03-16,2023-03-16 14:22:00
O002419,Blue Health S.A. - Collaboration Tools,A0497,S034,Collaboration Tools,Inbound,Closed Lost,0.0,7800.0,USD,2023-07-31,2023-10-09,2023-10-04,2023-10-04 12:31:00
O002580,Silver Health Holdings - Cloud Suite,A0479,S019,Cloud Suite,Inbound,Closed Lost,0.0,17100.0,USD,2025-05-01,2025-07-04,2025-06-28,2025-06-28 12:44:00
O002712,Atlas Energy LLC - Security Bundle,A0362,S019,Security Bundle,Partner,Closed Won,1.0,7900.0,USD,2025-03-08,2025-05-03,2025-05-24,2025-05-24 15:59:00
O001248,Vertex Logistics GmbH - Cloud Suite,A0162,S010,Cloud Suite,Partner,Closed Won,1.0,17300.0,USD,2023-12-03,2024-01-24,2024-01-02,2024-01-02 15:53:00
O000295,Atlas Industries Inc. - Analytics Platform,A0380,S020,Analytics Platform,Partner,Closed Won,1.0,15100.0,USD,2024-11-14,2025-01-13,2025-01-02,2025-01-02 09:07:00
O000589,Atlas Foods Inc. - Analytics Platform,A0467,S010,Analytics Platform,Inbound,Closed Won,1.0,31000.0,USD,2023-10-31,2024-01-12,2023-12-16,2023-12-16 10:15:00
O001282,Granite Retail S.A. 223 - Analytics Platform,A0224,S001,Analytics Platform,Partner,Closed Won,1.0,24800.0,USD,2023-07-07,2023-09-09,2023-09-02,2023-09-02 14:18:00
O001484,Prime Capital S.A. - Security Bundle,A0172,S009,Security Bundle,Event,closed lost,0.0,45600.0,USD,2023-09-09,2023-12-31,2024-04-11,2024-04-11 08:23:00
O002687,Sahara Clinics Ltd - Analytics Platform,A0203,S009,Analytics Platform,Partner,Closed Lost,0.0,27100.0,USD,2025-04-10,2025-07-05,2025-05-03,2025-05-03 11:55:00
O002209,Coral Retail Inc. - Cloud Suite,A0012,S008,Cloud Suite,Outbound,Closed Won,1.0,14600.0,USD,2024-03-19,2024-06-13,2024-07-06,2024-07-06 15:53:00
O001488,Prime Freight Inc. - Cloud Suite,A0455,S017,Cloud Suite,Outbound,Closed Lost,0.0,22600.0,USD,2023-05-13,2023-09-10,2023-07-10,2023-07-10 12:02:00
O002286,North Capital Co. - Cloud Suite,A0239,S031,Cloud Suite,Partner,Closed Won,1.0,16600.0,USD,2025-03-16,2025-06-23,2025-05-31,2025-05-31 15:41:00
O001418,Zenith Retail Group - Cloud Suite,A0388,S002,Cloud Suite,Inbound,Closed Lost,0.0,27500.0,USD,2024-12-19,2025-03-05,2025-03-11,2025-03-11 11:47:00
O000426,Pioneer Foods LLC - Collaboration Tools,A0308,S038,Collaboration Tools,Outbound,Closed Lost,0.0,7500.0,USD,2024-04-02,2024-06-11,2024-05-21,2024-05-21 08:07:00
O000535,Vertex Systems Holdings - Cloud Suite,A0252,S027,Cloud Suite,Referral,Closed Won,1.0,29400.0,USD,2024-11-29,2025-01-21,2025-01-21,2025-01-21 15:03:00
O001055,Harbor Studios Group - Cloud Suite,A0309,S031,Cloud Suite,Referral,Qualification,0.25,,USD,2025-06-14,2025-07-30,,2025-06-26 16:34:00
O002294,Silver Energy LLC - Support Plan,A0020,S033,Support Plan,Partner,Closed Won,1.0,6100.0,USD,2024-11-30,2025-03-27,2025-04-24,2025-04-24 15:09:00
O002542,Nova Learning Inc. - Security Bundle,A0293,S040,Security Bundle,Outbound,Closed Lost,0.0,21600.0,USD,2025-02-25,2025-04-26,2025-05-20,2025-05-20 18:46:00
O001767,Vertex Media Ltd - Support Plan,A0355,S016,Support Plan,Outbound,Closed Lost,0.0,14800.0,USD,2025-01-31,2025-05-15,2025-04-05,2025-04-05 09:35:00
O000133,Cedar Hotels LLC - Collaboration Tools,A0156,S003,Collaboration Tools,Inbound,Closed Won,1.0,33200.0,usd,2024-08-25,2024-12-02,2024-12-29,2024-12-29 09:49:00
O002595,Falcon Logistics GmbH - Security Bundle,A0429,S025,Security Bundle,Inbound,Closed Lost,0.0,38800.0,USD,2025-05-29,2025-08-24,2025-06-16,2025-06-16 16:58:00
O001897,Silver Hotels Ltd - Security Bundle,A0264,S031,Security Bundle,Partner,Closed Lost,0.0,11700.0,USD,2024-07-27,2024-09-29,2024-11-18,2024-11-18 16:08:00
O000422,Blue Systems Ltd - Support Plan,A0404,S002,Support Plan,Outbound,Prospecting,0.1,20900.0,USD,2025-06-24,2025-10-14,,2025-06-29 14:53:00
O002699,Granite Retail Co. - Analytics Platform,A0438,S033,Analytics Platform,Inbound,Closed Lost,0.0,43700.0,USD,2024-08-18,2024-11-14,2024-10-15,2024-10-15 08:07:00
O002072,Atlas Capital Inc. - Security Bundle,A0218,S010,Security Bundle,Inbound,Closed Won,1.0,16500.0,USD,2024-01-03,2024-03-10,2024-02-28,2024-02-28 12:09:00
O001641,Atlas Systems Group - Cloud Suite,A0103,S030,Cloud Suite,Outbound,Closed Lost,0.0,24400.0,USD,2023-05-22,2023-09-07,2023-07-14,2023-07-14 16:56:00
O001369,North Pharma Group - Cloud Suite,A0340,S025,Cloud Suite,Outbound,Closed Lost,0.0,52800.0,USD,2025-02-08,2025-06-04,2025-04-11,2025-04-11 10:17:00
O000557,Harbor Learning S.A. - Analytics Platform,A0014,S005,Analytics Platform,Inbound,Closed Won,1.0,48700.0,usd,2023-10-07,2023-12-31,2024-01-13,2024-01-13 08:06:00
O002237,Pioneer Learning Inc. - Analytics Platform,A0344,S014,Analytics Platform,Outbound,Closed Lost,0.0,55300.0,USD,2023-09-12,2023-10-28,2023-10-26,2023-10-26 09:00:00
O002526,Delta Media Holdings - Cloud Suite,A0403,S011,Cloud Suite,Partner,Closed Won,1.0,28100.0,USD,2024-08-14,2024-10-05,2024-09-10,2024-09-10 12:50:00
O002720,Nova Logistics LLC - Cloud Suite,A0457,S030,Cloud Suite,Outbound,Closed Won,1.0,15700.0,USD,2025-04-08,2025-07-15,2025-05-05,2025-05-05 10:17:00
O000571,Blue Logistics S.A. - Cloud Suite,A0255,S010,Cloud Suite,Partner,Closed Lost,0.0,14600.0,USD,2025-04-12,2025-07-08,2025-05-17,2025-05-17 12:28:00
O000353,Delta Textiles GmbH - Analytics Platform,A0495,S030,Analytics Platform,Outbound,Closed Lost,0.0,10100.0,USD,2023-12-18,2024-03-21,2024-01-15,2024-01-15 18:40:00
O000092,Atlas Freight Group - Support Plan,A0157,S033,Support Plan,Inbound,Negotiation,0.75,20400.0,USD,2025-05-21,2025-07-07,,2025-06-24 10:19:00
O002155,Delta Capital Ltd - Cloud Suite,A0194,S037,Cloud Suite,Outbound,Qualification,0.25,,USD,2025-05-31,2025-08-07,,2025-06-25 08:23:00
O002572,Delta Learning Inc. - Cloud Suite,A0289,S029,Cloud Suite,Partner,Closed Lost,0.0,33600.0,USD,2024-03-20,2024-07-09,2024-04-07,2024-04-07 16:25:00
O001171,Orbit Studios Group - Cloud Suite,A0154,S018,Cloud Suite,Event,Closed Lost,0.0,14100.0,USD,2025-02-20,2025-05-03,2025-05-10,2025-05-10 17:28:00
O001552,North Freight LLC 329 - Cloud Suite,A0330,S033,Cloud Suite,Outbound,Closed Lost,0.0,30400.0,USD,2025-02-07,2025-05-17,2025-02-26,2025-02-26 17:26:00
O001286,Zenith Media Group - Support Plan,A0136,S023,Support Plan,Partner,Prospecting,0.1,3600.0,USD,2025-06-19,2025-10-18,,2025-06-25 15:46:00
O001772,Silver Energy S.A. - Cloud Suite,A0111,S026,Cloud Suite,Event,Closed Lost,0.0,22300.0,USD,2024-04-19,2024-07-22,2024-06-02,2024-06-02 14:35:00
O001873,Granite Pharma LLC - Security Bundle,A0329,S038,Security Bundle,Partner,Closed Lost,0.0,54500.0,USD,2025-04-11,2025-07-21,2025-04-22,2025-04-22 08:52:00
O001718,Zenith Retail Group - Analytics Platform,A0388,S002,Analytics Platform,Partner,Closed Lost,0.0,101800.0,USD,2023-08-19,2023-10-13,2023-10-28,2023-10-28 10:06:00
O001656,Summit Labs S.A. - Cloud Suite,A0271,S023,Cloud Suite,Referral,Closed Lost,0.0,23200.0,USD,2025-03-25,2025-05-29,2025-04-28,2025-04-28 16:39:00
O000698,Atlas Foods LLC - Cloud Suite,A0406,S026,Cloud Suite,Outbound,Closed Lost,0.0,17600.0,USD,2025-03-13,2025-06-16,2025-04-14,2025-04-14 17:55:00
O002544,Lumen Clinics LLC - Collaboration Tools,A0078,S029,Collaboration Tools,Outbound,Prospecting,0.1,9400.0,USD,2025-06-11,2025-08-27,,2025-06-29 14:39:00
O000349,Nova Clinics GmbH - Security Bundle,A0017,S026,Security Bundle,Referral,Closed Lost,0.0,18800.0,USD,2025-03-26,2025-07-14,2025-06-04,2025-06-04 13:25:00
O001627,Summit Motors Holdings - Collaboration Tools,A0237,S004,Collaboration Tools,Partner,Closed Lost,0.0,9600.0,USD,2023-02-07,2023-06-15,2023-02-28,2023-02-28 17:57:00
O002380,Granite Pharma LLC - Analytics Platform,A0329,S001,Analytics Platform,Outbound,Closed Won,1.0,35200.0,USD,2023-07-26,2023-10-02,2023-11-23,2023-11-23 12:04:00
O002466,North Media Co. - Analytics Platform,A0052,S003,Analytics Platform,Event,Closed Lost,0.0,39200.0,USD,2023-11-09,2024-01-28,2024-01-17,2024-01-17 13:25:00
O002757,Coral Retail Inc. - Analytics Platform,A0012,S025,Analytics Platform,Referral,Closed Lost,0.0,27600.0,USD,2023-07-14,2023-10-24,2023-08-14,2023-08-14 14:47:00
O001138,North Motors GmbH - Collaboration Tools,A0352,S034,Collaboration Tools,Partner,Closed Won,1.0,11700.0,USD,2025-04-01,2025-07-25,2025-05-05,2025-05-05 18:23:00
O001869,Lumen Learning Inc. - Cloud Suite,A0096,S005,Cloud Suite,Outbound,Closed Won,1.0,41500.0,USD,2024-03-07,2024-05-28,2024-05-24,2024-05-24 12:40:00
O001558,Vertex Media Ltd - Cloud Suite,A0355,S016,Cloud Suite,Event,Qualification,0.25,52100.0,USD,2025-05-30,2025-10-01,,2025-06-28 11:12:00
O002879,Pioneer Pharma Holdings - Security Bundle,A0013,S022,Security Bundle,Inbound,Closed Lost,0.0,13900.0,USD,2025-01-25,2025-04-26,2025-02-23,2025-02-23 13:54:00
O002863,Silver Foods Holdings - Cloud Suite,A0382,S023,Cloud Suite,Inbound,Closed Won,1.0,29300.0,USD,2024-03-13,2024-05-06,2024-06-12,2024-06-12 15:07:00
O001340,Pioneer Learning Inc. - Analytics Platform,A0344,S014,Analytics Platform,Partner,Closed Lost,0.0,89700.0,USD,2025-04-08,2025-07-13,2025-06-09,2025-06-09 13:53:00
O002527,Zenith Labs Holdings - Cloud Suite,A0223,S037,Cloud Suite,Event,Closed Lost,0.0,23900.0,USD,2024-05-11,2024-08-27,2024-06-04,2024-06-04 16:41:00
O000454,Silver Health Inc. - Collaboration Tools,A0036,S018,Collaboration Tools,Referral,Closed Lost,0.0,19600.0,USD,2023-07-24,2023-09-29,2023-08-23,2023-08-23 15:34:00
O000914,Zenith Hotels LLC 244 - Security Bundle,A0245,S031,Security Bundle,Partner,Closed Lost,0.0,34600.0,USD,2025-04-17,2025-07-27,2025-05-02,2025-05-02 10:42:00
O001200,Nile Pharma Ltd - Collaboration Tools,A0118,S002,Collaboration Tools,Referral,Closed Lost,0.0,14200.0,USD,2024-05-25,2024-08-16,2024-08-10,2024-08-10 11:54:00
O001275,North Capital Co. - Analytics Platform,A0239,S031,Analytics Platform,Event,Closed Lost,0.0,21300.0,USD,2023-03-20,2023-06-26,2023-04-18,2023-04-18 11:15:00
O001938,Atlas Clinics Group - Security Bundle,A0358,S032,Security Bundle,Inbound,Closed Lost,0.0,21000.0,USD,2024-12-24,2025-03-04,2024-12-31,2024-12-31 17:27:00
O000038,Coral Foods Ltd 306 - Analytics Platform,A0307,S022,Analytics Platform,Outbound,Closed Lost,0.0,20700.0,USD,2024-09-20,2024-11-05,2024-11-11,2024-11-11 10:56:00
O000975,Sahara Foods Co. - Support Plan,A0324,S017,Support Plan,Partner,Closed Lost,0.0,4300.0,USD,2023-09-22,2023-11-21,2023-10-01,2023-10-01 18:50:00
O002812,Atlas Freight Group - Cloud Suite,A0157,S033,Cloud Suite,Inbound,Negotiation,0.75,30500.0,USD,2025-05-04,2025-07-03,,2025-06-30 09:15:00
O000984,Pioneer Clinics Group - Cloud Suite,A0396,S002,Cloud Suite,Event,Closed Lost,0.0,17400.0,USD,2024-02-20,2024-05-28,2024-05-06,2024-05-06 15:35:00
O001877,Delta Motors GmbH - Security Bundle,A0182,S022,Security Bundle,Partner,Prospecting,0.1,10800.0,USD,2025-06-19,2025-09-06,,2025-06-27 08:48:00
O002397,Atlas Freight Group - Analytics Platform,A0157,S033,Analytics Platform,Partner,Closed Lost,0.0,38300.0,USD,2023-10-22,2023-12-10,2024-02-28,2024-02-28 11:08:00
O001419,Summit Pharma S.A. - Security Bundle,A0240,S008,Security Bundle,Partner,Closed Won,1.0,7300.0,USD,2024-07-25,2024-09-14,2024-08-31,2024-08-31 12:39:00
O001285,Prime Health Holdings - Cloud Suite,A0267,S006,Cloud Suite,Outbound,Closed Won,1.0,31700.0,USD,2024-03-21,2024-07-11,2024-05-24,2024-05-24 08:07:00
O000040,Falcon Foods GmbH - Cloud Suite,A0132,S005,Cloud Suite,Outbound,Closed Won,1.0,31300.0,USD,2024-08-31,2024-11-30,2024-11-11,2024-11-11 15:30:00
O001487,Summit Foods S.A. - Cloud Suite,A0443,S008,Cloud Suite,Referral,Closed Won,1.0,19000.0,USD,2023-08-16,2023-12-05,2023-11-07,2023-11-07 15:58:00
O002472,Nile Health Group - Cloud Suite,A0069,S016,Cloud Suite,Outbound,Closed Lost,0.0,15600.0,USD,2023-01-26,2023-03-31,2023-03-22,2023-03-22 13:17:00
O000170,Vertex Textiles Co. - Cloud Suite,A0204,S005,Cloud Suite,Outbound,Closed Lost,0.0,75600.0,USD,2024-01-09,2024-05-17,2024-02-22,2024-02-22 13:08:00
O001356,Granite Retail Co. - Analytics Platform,A0438,S033,Analytics Platform,Partner,Closed Won,1.0,26000.0,USD,2023-07-29,05/10/2023,2023-09-07,2023-09-07 10:34:00
O000738,Prime Media GmbH - Cloud Suite,A0371,S027,Cloud Suite,Inbound,Closed Lost,0.0,19400.0,USD,2025-02-21,2025-04-15,2025-04-04,2025-04-04 16:07:00
O001617,Cedar Studios S.A. - Collaboration Tools,A0279,S012,Collaboration Tools,Partner,Closed Lost,0.0,18100.0,USD,2025-04-08,2025-06-10,2025-05-23,2025-05-23 15:37:00
O002741,North Freight LLC - Cloud Suite,A0016,S024,Cloud Suite,Outbound,Closed Lost,0.0,61500.0,USD,2023-02-14,2023-06-15,2023-04-17,2023-04-17 15:02:00
O001972,Lumen Logistics LLC - Cloud Suite,A0233,S026,Cloud Suite,Inbound,Prospecting,0.1,14400.0,USD,2025-06-26,2025-09-10,,2025-06-28 18:33:00
O000635,Nova Logistics Inc. - Support Plan,A0387,S016,Support Plan,Inbound,qualification,0.25,9400.0,USD,2025-05-14,2025-09-01,,2025-06-26 15:11:00
O002688,Orbit Learning Inc. - Analytics Platform,A0179,S012,Analytics Platform,Inbound,Closed Lost,0.0,24100.0,USD,2025-03-03,2025-05-07,2025-04-28,2025-04-28 17:47:00
O001993,Falcon Pharma GmbH - Cloud Suite,A0277,S015,Cloud Suite,Event,Closed Lost,0.0,35200.0,USD,2023-10-14,2024-01-11,2023-12-18,2023-12-18 14:14:00
O001291,Delta Hotels LLC - Cloud Suite,A0427,S012,Cloud Suite,Partner,Closed Won,1.0,24400.0,USD,2025-04-30,2025-08-15,2025-05-29,2025-05-29 15:01:00
O001381,Lumen Capital S.A. 469 - Support Plan,A0470,S006,Support Plan,Outbound,Closed Lost,0.0,10200.0,USD,2023-03-15,2023-04-29,2023-05-22,2023-05-22 11:37:00
O000580,Orbit Labs Inc. - Cloud Suite,A0004,S040,Cloud Suite,Outbound,Closed Lost,0.0,32200.0,USD,2024-06-13,2024-08-17,2024-08-02,2024-08-02 15:57:00
O000329,Orbit Pharma Inc. - Collaboration Tools,A0027,S016,Collaboration Tools,Referral,Closed Lost,0.0,11700.0,USD,2024-05-04,2024-06-27,2024-06-14,2024-06-14 11:38:00
O001711,Nile Studios Co. - Analytics Platform,A0296,S010,Analytics Platform,Event,Closed Lost,0.0,15000.0,USD,2023-07-04,2023-09-09,2023-07-31,2023-07-31 16:52:00
O000893,Orbit Health GmbH - Security Bundle,A0192,S017,Security Bundle,Outbound,Closed Lost,0.0,35100.0,USD,2024-07-06,2024-09-27,2024-10-20,2024-10-20 13:22:00
O001964,Prime Energy Inc. - Analytics Platform,A0159,S015,Analytics Platform,Partner,Closed Lost,0.0,26900.0,USD,2024-10-03,2025-01-03,2024-11-20,2024-11-20 16:10:00
O000781,Orbit Freight Ltd - Collaboration Tools,A0389,S012,Collaboration Tools,Inbound,Closed Won,1.0,8800.0,USD,2025-04-14,2025-08-15,2025-06-17,2025-06-17 10:54:00
O000160,Pioneer Learning LLC - Collaboration Tools,A0197,S040,Collaboration Tools,Inbound,Negotiation,0.75,26400.0,USD,2025-03-06,2025-04-28,,2025-06-27 08:46:00
O001612,North Motors S.A. - Collaboration Tools,A0094,S009,Collaboration Tools,Partner,Negotiation,0.75,13800.0,USD,2025-03-11,2025-06-22,,2025-06-26 17:53:00
O001722,Prime Motors Co. 365 - Security Bundle,A0366,S019,Security Bundle,Outbound,Closed Won,1.0,21600.0,USD,2023-02-25,2023-04-16,2023-05-13,2023-05-13 11:26:00
O002358,Granite Retail Inc. - Collaboration Tools,A0166,S037,Collaboration Tools,Inbound,Closed Won,1.0,8100.0,USD,2024-02-13,2024-05-11,2024-02-26,2024-02-26 13:36:00
O000062,Prime Hotels LLC 96 - Analytics Platform,A0097,S002,Analytics Platform,Outbound,Closed Lost,0.0,59100.0,USD,2023-09-27,2024-01-30,2024-01-22,2024-01-22 12:06:00
O000850,Zenith Retail Group - Security Bundle,A0388,S002,Security Bundle,Inbound,Closed Lost,0.0,21800.0,USD,2024-01-18,2024-05-11,2024-02-24,2024-02-24 10:07:00
O002162,Prime Capital S.A. - Security Bundle,A0172,S009,Security Bundle,Outbound,Closed Lost,0.0,58200.0,USD,2023-02-03,2023-03-22,2023-04-18,2023-04-18 15:34:00
O002935,Harbor Motors Inc. 216 - Analytics Platform,A0217,S008,Analytics Platform,Outbound,Closed Won,1.0,16000.0,USD,2025-03-19,2025-06-16,2025-05-29,2025-05-29 10:40:00
O002483,Atlas Systems Group - Cloud Suite,A0103,S035,Cloud Suite,Partner,Closed Won,1.0,14100.0,USD,2023-01-07,2023-03-16,2023-01-30,2023-01-30 08:51:00
O001044,Delta Markets GmbH - Collaboration Tools,A0439,S022,Collaboration Tools,Inbound,Closed Lost,0.0,8300.0,USD,2023-01-12,2023-03-10,2023-02-23,2023-02-23 17:45:00
O002894,Atlas Systems Group - Collaboration Tools,A0103,S030,Collaboration Tools,Partner,Closed Lost,0.0,6200.0,USD,2024-05-07,2024-07-15,2024-06-01,2024-06-01 14:47:00
O001545,Summit Freight Inc. - Cloud Suite,A0415,S022,Cloud Suite,Event,Proposal,0.5,11300.0,USD,2025-04-28,2025-07-26,,2025-06-30 15:42:00
O002010,Vertex Textiles Ltd - Support Plan,A0112,S038,Support Plan,Referral,Closed Lost,0.0,4600.0,USD,2024-07-19,2024-09-11,2024-09-14,2024-09-14 10:49:00
O002685,Granite Retail S.A. 223 - Security Bundle,A0224,S001,Security Bundle,Referral,Closed Lost,0.0,15500.0,USD,2024-11-10,2025-01-18,2024-11-20,2024-11-20 09:59:00
O001071,Prime Labs Holdings - Analytics Platform,A0024,S019,Analytics Platform,Partner,Closed  Lost,0.0,26800.0,usd,2023-12-30,2024-03-12,2024-01-18,2024-01-18 10:05:00
O000054,Delta Industries Group - Cloud Suite,A0227,S012,Cloud Suite,Inbound,Closed Won,1.0,36600.0,USD,2024-08-31,28/11/2024,2024-09-22,2024-09-22 18:13:00
O002478,Nile Pharma Ltd - Security Bundle,A9905,S027,Security Bundle,Event,Closed Won,1.0,15000.0,USD,2023-04-06,2023-05-25,2023-06-12,2023-06-12 10:32:00
O000259,Pioneer Studios LLC - Collaboration Tools,A0351,S021,Collaboration Tools,Outbound,Closed Lost,0.0,26200.0,USD,2024-05-18,2024-07-31,2024-06-07,2024-06-07 18:56:00
O000506,Blue Logistics S.A. - Cloud Suite,A0255,S010,Cloud Suite,Partner,Closed Lost,0.0,15200.0,USD,2025-04-04,2025-06-24,2025-04-26,2025-04-26 11:26:00
O000753,Falcon Consulting Ltd - Support Plan,A0391,S032,Support Plan,Inbound,Closed Lost,0.0,8300.0,USD,2025-03-09,2025-06-08,2025-05-12,2025-05-12 13:09:00
O002052,Lumen Markets S.A. - Security Bundle,A0254,S027,Security Bundle,Referral,Closed Lost,0.0,15500.0,USD,2024-05-10,2024-08-22,2024-07-28,2024-07-28 13:05:00
O000218,Sahara Pharma GmbH - Cloud Suite,A0453,S036,Cloud Suite,Referral,Prospecting,0.1,39600.0,usd,2025-06-13,2025-10-15,,2025-06-25 12:41:00
O000825,Coral Industries Co. - Security Bundle,A0299,S032,Security Bundle,Event,Closed Lost,0.0,27000.0,USD,2024-05-14,2024-08-29,2024-08-21,2024-08-21 18:41:00
O001584,Falcon Logistics Ltd - Cloud Suite,A0459,S037,Cloud Suite,Partner,Closed Lost,0.0,22300.0,USD,2023-12-24,2024-04-16,2024-01-14,2024-01-14 14:10:00
O002240,Sahara Studios Holdings - Cloud Suite,A0086,S012,Cloud Suite,Outbound,Qualification,0.25,16500.0,USD,2024-03-18,2024-06-10,2024-05-08,2024-04-06 09:44:00
O002307,Atlas Capital Co. - Security Bundle,A0130,S002,Security Bundle,Referral,Closed Lost,0.0,17400.0,USD,2023-09-23,2023-12-28,2024-01-14,2024-01-14 15:46:00
O001390,Silver Logistics Co. - Support Plan,A0174,S018,Support Plan,Outbound,Closed Lost,0.0,4600.0,USD,2024-12-27,2025-03-10,2025-03-16,2025-03-16 09:48:00
O002540,Granite Pharma Holdings - Support Plan,A0326,S031,Support Plan,Partner,Closed Lost,0.0,6500.0,USD,2025-02-28,2025-04-20,2025-06-17,2025-06-17 14:09:00
O001267,Lumen Markets S.A. - Cloud Suite,A0254,S027,Cloud Suite,Referral,Closed Won,1.0,12100.0,USD,2024-05-19,2024-07-12,2024-07-24,2024-07-24 10:28:00
O002501,Sahara Systems Inc. - Collaboration Tools,A0487,S016,Collaboration Tools,Inbound,Closed Won,1.0,23400.0,USD,2023-07-19,2023-10-27,2023-12-03,2023-12-03 08:37:00
O001781,Blue Retail Holdings - Analytics Platform,A0463,S024,Analytics Platform,Inbound,Prospecting,0.1,26300.0,USD,2025-06-19,2025-09-29,,2025-06-27 12:56:00
O000772,Atlas Energy LLC - Security Bundle,A0362,S006,Security Bundle,Inbound,Closed Lost,0.0,19500.0,USD,2024-01-11,2024-03-26,2024-02-01,2024-02-01 16:38:00
O002845,Pioneer Media Co. - Collaboration Tools,A0297,S018,Collaboration Tools,Event,Closed Lost,0.0,9800.0,USD,2024-02-07,2024-05-31,2024-04-02,2024-04-02 12:49:00
O002464,Lumen Consulting S.A. - Security Bundle,A0050,S012,Security Bundle,Outbound,Closed Won,1.0,14500.0,USD,2024-02-03,2024-04-12,2024-02-20,2024-02-20 12:37:00
O002726,Granite Pharma Holdings - Cloud Suite,A0326,S031,Cloud Suite,Inbound,Closed Won,1.0,6800.0,USD,2024-05-28,2024-09-20,2024-06-18,2024-06-18 10:47:00
O001086,Atlas Hotels GmbH - Cloud Suite,A0241,S018,Cloud Suite,Outbound,Closed Won,1.0,12500.0,USD,2024-02-22,2024-06-23,2024-03-12,2024-03-12 16:59:00
O001789,Cedar Markets GmbH - Analytics Platform,A0064,S023,Analytics Platform,Partner,Closed Lost,0.0,34500.0,USD,2023-07-03,2023-09-29,2023-09-11,2023-09-11 11:30:00
