activity_id,opportunity_id,seller_id,activity_type,activity_ts,duration_minutes
ACT0010416,O001720,S014,Call,2024-07-24 12:29:00,43
ACT0010417,O001721,S022,Call,2024-08-23 14:58:00,43
ACT0010418,O001721,S022,Email,2024-08-20 18:02:00,0
ACT0010419,O001721,S022,Call,2024-08-28 16:10:00,7
ACT0010420,O001722,S019,Call,2023-02-26 17:27:00,11
ACT0010421,O001722,S019,Email,2023-04-15 14:30:00,0
ACT0010422,O001722,S019,Call,2023-04-05 08:10:00,7
ACT0010423,O001722,S019,Call,2023-03-03 15:21:00,26
ACT0010424,O001722,S019,Call,2023-03-30 18:11:00,39
ACT0010425,O001723,S003,Email,2023-08-09 11:05:00,0
ACT0010426,O001723,S003,Email,2023-07-23 10:13:00,0
ACT0010427,O001723,S003,Call,2023-08-08 17:54:00,13
ACT0010428,O001723,S003,Call,2023-07-23 11:56:00,36
ACT0010429,O001723,S003,Call,2023-08-07 18:25:00,24
ACT0010430,O001723,S003,Meeting,2023-08-16 12:00:00,40
ACT0010431,O001723,S003,Call,2023-08-14 14:57:00,20
ACT0010432,O001724,S011,Demo,2023-09-30 18:06:00,52
ACT0010433,O001724,S011,Call,2023-09-26 16:19:00,25
ACT0010434,O001724,S011,Email,2023-10-08 09:35:00,0
ACT0010435,O001724,S011,Email,2023-09-18 13:57:00,0
ACT0010436,O001724,S011,Call,2023-10-14 09:35:00,9
ACT0010437,O001724,S011,Email,2023-10-17 12:40:00,0
ACT0010438,O001724,S011,Call,2023-10-23 15:57:00,22
ACT0010439,O001725,S011,Email,2023-10-26 17:09:00,0
ACT0010440,O001725,S011,Email,2023-10-12 11:26:00,0
ACT0010441,O001725,S011,Call,2023-09-09 16:59:00,11
ACT0010442,O001725,S011,Call,2023-11-07 17:20:00,40
ACT0010443,O001725,S011,Meeting,2023-09-04 10:27:00,45
ACT0010444,O001725,S011,Demo,2023-09-23 12:29:00,115
ACT0010445,O001725,S011,Call,2023-09-23 16:19:00,43
ACT0010446,O001725,S011,Call,2023-10-12 08:34:00,41
ACT0010447,O001725,S011,Call,2023-11-01 15:16:00,7
ACT0010448,O001726,S004,Call,2024-05-27 08:29:00,24
ACT0010449,O001726,S004,Demo,2024-05-15 14:22:00,50
ACT0010450,O001726,S004,Call,2024-05-29 16:08:00,24
ACT0010451,O001726,S004,Meeting,2024-06-16 08:23:00,88
ACT0010452,O001726,S004,Meeting,2024-05-05 15:40:00,32
ACT0010453,O001727,S032,Call,2025-03-01 18:52:00,11
ACT0010454,O001727,S032,Call,2025-03-25 10:01:00,34
ACT0010455,O001727,S032,Email,2025-03-24 16:30:00,0
ACT0010456,O001727,S032,Call,2025-02-24 14:07:00,21
ACT0010457,O001727,S032,Meeting,2025-03-03 12:54:00,46
ACT0010458,O001728,S001,Email,2023-04-25 14:17:00,0
ACT0010459,O001728,S001,Call,2023-04-20 14:45:00,22
ACT0010460,O001728,S001,Email,2023-04-26 11:02:00,0
ACT0010461,O001728,S001,Email,2023-04-16 16:50:00,0
ACT0010462,O001728,S001,Email,2023-04-06 17:19:00,0
ACT0010463,O001728,S001,Email,2023-04-24 08:26:00,0
ACT0010464,O001728,S001,Call,2023-04-17 15:23:00,34
ACT0010465,O001728,S001,Email,2023-04-18 17:32:00,0
ACT0010466,O001729,S025,Meeting,2025-05-04 09:48:00,36
ACT0010467,O001729,S025,Email,2025-04-08 14:46:00,0
ACT0010468,O001729,S025,Meeting,2025-04-24 14:36:00,50
ACT0010469,O001729,S025,Meeting,2025-04-07 18:29:00,89
ACT0010470,O001729,S025,Call,2025-04-18 14:02:00,14
ACT0010471,O001729,S025,Meeting,2025-04-14 09:29:00,48
ACT0010472,O001729,S025,Call,2025-04-13 08:59:00,28
ACT0010473,O001729,S025,Call,2025-04-22 15:00:00,36
ACT0010474,O001729,S025,Call,2025-04-08 08:45:00,12
ACT0010475,O001729,S025,Call,2025-04-15 14:46:00,34
ACT0010476,O001730,S005,Call,2025-05-15 16:42:00,34
ACT0010477,O001730,S005,Call,2025-03-24 17:42:00,33
ACT0010478,O001730,S005,Call,2025-05-30 10:40:00,5
ACT0010479,O001730,S005,Email,2025-03-28 09:29:00,0
ACT0010480,O001730,S005,Call,2025-04-19 17:33:00,33
ACT0010481,O001731,S031,Email,2024-11-03 11:19:00,0
ACT0010482,O001731,S031,Email,2024-11-10 08:49:00,0
ACT0010483,O001731,S031,Email,2024-11-18 11:54:00,0
ACT0010484,O001731,S031,Email,2024-11-12 08:21:00,0
ACT0010485,O001731,S031,Meeting,2024-11-29 11:20:00,48
ACT0010486,O001731,S031,Email,2024-10-31 09:30:00,0
ACT0010487,O001732,S016,Email,2025-05-12 10:50:00,0
ACT0010488,O001732,S016,Call,2025-04-30 12:23:00,34
ACT0010489,O001732,S016,Meeting,2025-05-02 08:59:00,56
ACT0010490,O001732,S016,Email,2025-05-26 10:32:00,0
ACT0010491,O001732,S016,Call,2025-05-30 17:35:00,28
ACT0010492,O001733,S014,Call,2025-03-06 10:57:00,43
ACT0010493,O001733,S014,Email,2025-03-07 15:21:00,0
ACT0010494,O001733,S014,Call,2025-03-07 13:25:00,10
ACT0010495,O001733,S014,Call,2025-03-07 11:26:00,12
ACT0010496,O001733,S014,Email,2025-02-27 10:59:00,0
ACT0010497,O001733,S014,Call,2025-03-08 17:35:00,15
ACT0010498,O001733,S014,Email,2025-03-07 14:30:00,0
ACT0010499,O001733,S014,Meeting,2025-03-07 11:36:00,48
ACT0010500,O001733,S014,Call,2025-03-03 09:00:00,19
ACT0010501,O001734,S034,Meeting,2025-06-22 12:27:00,50
ACT0010502,O001734,S034,Demo,2025-05-28 15:28:00,116
ACT0010503,O001734,S034,Meeting,2025-06-21 11:11:00,76
ACT0010504,O001734,S034,Email,2025-06-14 14:07:00,0
ACT0010505,O001734,S034,Email,2025-06-21 10:06:00,0
ACT0010506,O001735,S022,Email,2023-04-12 10:46:00,0
ACT0010507,O001735,S022,Demo,2023-04-11 09:29:00,84
ACT0010508,O001735,S022,Email,2023-04-12 17:45:00,0
ACT0010509,O001735,S022,Demo,2023-04-03 10:57:00,79
ACT0010510,O001735,S022,Call,2023-04-11 11:14:00,26
ACT0010511,O001735,S022,Call,2023-04-04 18:22:00,24
ACT0010512,O001735,S022,Meeting,2023-04-11 13:32:00,46
ACT0010513,O001735,S022,Meeting,2023-03-28 17:29:00,38
ACT0010514,O001735,S022,Email,2023-04-09 18:14:00,0
ACT0010515,O001735,S022,Call,2023-04-09 10:47:00,16
ACT0010516,O001736,S020,Meeting,2025-01-26 18:37:00,54
ACT0010517,O001736,S020,Email,2025-03-19 17:11:00,0
ACT0010518,O001736,S020,Call,2025-02-05 12:06:00,36
ACT0010519,O001736,S020,Email,2025-01-05 16:57:00,0
ACT0010520,O001737,S028,Meeting,2025-06-16 08:18:00,88
ACT0010521,O001738,S040,Email,2024-09-13 10:51:00,0
ACT0010522,O001738,S040,Meeting,2024-11-17 14:24:00,83
ACT0010523,O001738,S040,Call,2024-09-29 10:01:00,43
ACT0010524,O001739,S002,Email,2025-04-20 14:52:00,0
ACT0010525,O001739,S002,Call,2025-05-05 15:16:00,14
ACT0010526,O001739,S002,Meeting,2025-04-24 18:36:00,40
ACT0010527,O001739,S002,Email,2025-05-12 13:09:00,0
ACT0010528,O001740,S026,Email,2024-06-04 16:03:00,0
ACT0010529,O001740,S026,Call,2024-06-25 15:28:00,12
ACT0010530,O001740,S026,Email,2024-04-21 13:08:00,0
ACT0010531,O001740,S026,Email,2024-05-08 16:54:00,0
ACT0010532,O001740,S026,Email,2024-06-15 14:04:00,0
ACT0010533,O001740,S026,Email,2024-05-20 12:51:00,0
ACT0010534,O001740,S026,Call,2024-05-31 11:55:00,26
ACT0010535,O001740,S026,Call,2024-06-13 15:36:00,20
ACT0010536,O001740,S026,Email,2024-05-09 14:55:00,0
ACT0010537,O001740,S026,Meeting,2024-06-24 17:14:00,32
ACT0010538,O001741,S020,Call,2024-12-11 18:10:00,31
ACT0010539,O001741,S020,Email,2024-12-14 16:48:00,0
ACT0010540,O001741,S020,Call,2024-11-28 10:59:00,9
ACT0010541,O001741,S020,Meeting,2024-12-06 13:07:00,33
ACT0010542,O001741,S020,Email,2024-12-15 18:26:00,0
ACT0010543,O001741,S020,Meeting,2024-11-29 11:30:00,82
ACT0010544,O001742,S001,Call,2024-06-12 16:40:00,17
ACT0010545,O001742,S001,Meeting,2024-06-05 12:41:00,68
ACT0010546,O001742,S001,Email,2024-06-04 15:23:00,0
ACT0010547,O001742,S001,Email,2024-06-26 10:40:00,0
ACT0010548,O001742,S001,Meeting,2024-05-31 17:04:00,81
ACT0010549,O001743,S021,Call,2024-07-18 11:26:00,27
ACT0010550,O001743,S021,Email,2024-09-28 17:48:00,0
ACT0010551,O001743,S021,Call,2024-08-28 17:48:00,10
ACT0010552,O001743,S021,Email,2024-07-31 17:55:00,0
ACT0010553,O001743,S021,Meeting,2024-05-31 11:24:00,34
ACT0010554,O001743,S021,Call,2024-06-13 16:52:00,5
ACT0010555,O001743,S021,Call,2024-07-18 14:20:00,17
ACT0010556,O001743,S021,Meeting,2024-07-22 08:55:00,51
ACT0010557,O001744,S023,Email,2024-03-03 16:33:00,0
ACT0010558,O001744,S023,Email,2024-03-07 10:23:00,0
ACT0010559,O001744,S023,Call,2024-03-01 11:38:00,30
ACT0010560,O001744,S023,Call,2024-03-03 08:46:00,28
ACT0010561,O001744,S023,Email,2024-03-03 14:02:00,0
ACT0010562,O001744,S023,Meeting,2024-03-03 14:15:00,30
ACT0010563,O001744,S023,Email,2024-03-05 16:02:00,0
ACT0010564,O001745,S027,Email,2024-09-05 17:16:00,0
ACT0010565,O001745,S027,Email,2024-09-04 12:17:00,0
ACT0010566,O001745,S027,Email,2024-08-03 14:08:00,0
ACT0010567,O001745,S027,Email,2024-08-22 14:29:00,0
ACT0010568,O001745,S027,Email,2024-08-23 10:56:00,0
ACT0010569,O001745,S027,Call,2024-09-14 12:39:00,34
ACT0010570,O001746,S002,Meeting,2024-03-01 17:07:00,62
ACT0010571,O001746,S002,Email,2024-03-01 11:00:00,0
ACT0010572,O001746,S002,Call,2024-02-01 10:33:00,25
ACT0010573,O001746,S002,Meeting,2024-03-05 17:30:00,57
ACT0010574,O001746,S002,Demo,2024-02-09 11:03:00,88
ACT0010575,O001746,S002,Call,2024-01-30 18:55:00,33
ACT0010576,O001747,S033,Email,2025-02-23 11:09:00,0
ACT0010577,O001747,S033,Call,2025-02-08 18:09:00,30
ACT0010578,O001747,S033,Email,2025-02-05 11:13:00,0
ACT0010579,O001747,S033,Email,2025-03-04 09:07:00,0
ACT0010580,O001747,S033,Meeting,2025-02-07 11:53:00,88
ACT0010581,O001748,S017,Demo,2025-03-02 09:26:00,76
ACT0010582,O001748,S017,Call,2025-03-09 14:34:00,21
ACT0010583,O001748,S017,Meeting,2025-03-14 18:19:00,62
ACT0010584,O001748,S017,Meeting,2025-03-11 17:13:00,50
ACT0010585,O001748,S017,Call,2025-03-23 08:05:00,21
ACT0010586,O001749,S015,Email,2024-06-22 12:21:00,0
ACT0010587,O001749,S015,Meeting,2024-05-22 17:37:00,33
ACT0010588,O001749,S015,Email,2024-07-14 08:43:00,0
ACT0010589,O001749,S015,Email,2024-07-21 10:32:00,0
ACT0010590,O001749,S015,Meeting,2024-07-26 08:28:00,63
ACT0010591,O001750,S002,Call,2023-03-29 15:37:00,12
ACT0010592,O001750,S002,Email,2023-03-14 10:20:00,0
ACT0010593,O001750,S002,Email,2023-03-20 17:02:00,0
ACT0010594,O001750,S002,Demo,2023-05-05 09:36:00,98
ACT0010595,O001750,S002,Email,2023-04-14 17:05:00,0
ACT0010596,O001750,S002,Email,2023-05-07 18:55:00,0
ACT0010597,O001750,S002,Call,2023-05-07 08:36:00,38
ACT0010598,O001750,S002,Email,2023-05-02 09:14:00,0
ACT0010599,O001750,S002,Demo,2023-03-24 15:55:00,81
ACT0010600,O001751,S012,Demo,2023-07-07 10:49:00,106
ACT0010601,O001751,S012,Email,2023-07-04 14:44:00,0
ACT0010602,O001751,S012,Call,2023-07-19 14:04:00,21
ACT0010603,O001751,S012,Meeting,2023-06-19 15:12:00,52
ACT0010604,O001751,S012,Email,2023-07-02 14:35:00,0
ACT0010605,O001751,S012,Call,2023-06-20 14:14:00,21
ACT0010606,O001751,S012,Email,2023-07-10 11:26:00,0
ACT0010607,O001752,S019,Email,2024-06-17 18:00:00,0
ACT0010608,O001752,S019,Email,2024-06-17 12:07:00,0
ACT0010609,O001752,S019,Demo,2024-06-07 13:21:00,60
ACT0010610,O001752,S019,Meeting,2024-07-20 12:27:00,54
ACT0010611,O001752,S019,Meeting,2024-07-15 17:48:00,72
ACT0010612,O001752,S019,Email,2024-06-13 12:58:00,0
ACT0010613,O001752,S019,Email,2024-06-26 16:04:00,0
ACT0010614,O001752,S019,Email,2024-06-10 11:40:00,0
ACT0010615,O001752,S019,Call,2024-07-12 16:26:00,33
ACT0010616,O001752,S019,Email,2024-05-31 17:45:00,0
ACT0010617,O001752,S019,Email,2024-06-03 11:03:00,0
ACT0010618,O001752,S019,Call,2024-07-16 14:38:00,23
ACT0010619,O001752,S019,Meeting,2024-07-08 15:15:00,30
ACT0010620,O001752,S019,Email,2024-06-13 18:45:00,0
ACT0010621,O001752,S019,Call,2024-06-15 09:44:00,32
ACT0010622,O001753,S019,Email,2025-06-14 15:18:00,0
ACT0010623,O001753,S019,Call,2025-06-14 14:32:00,40
ACT0010624,O001754,S004,Meeting,2025-06-22 18:31:00,63
ACT0010625,O001754,S004,Call,2025-06-11 13:50:00,12
ACT0010626,O001754,S004,Email,2025-06-12 08:41:00,0
ACT0010627,O001754,S004,Meeting,2025-06-14 13:08:00,33
ACT0010628,O001755,S030,Email,2025-06-25 16:06:00,0
ACT0010629,O001755,S030,Email,2025-06-04 10:14:00,0
ACT0010630,O001755,S030,Meeting,2025-06-12 16:19:00,71
ACT0010631,O001755,S030,Meeting,2025-06-18 16:35:00,60
ACT0010632,O001755,S030,Meeting,2025-06-09 09:11:00,52
ACT0010633,O001755,S030,Meeting,2025-06-13 16:51:00,80
ACT0010634,O001755,S030,Meeting,2025-06-08 18:15:00,86
ACT0010635,O001756,S012,Meeting,2025-03-25 08:34:00,43
ACT0010636,O001756,S012,Email,2025-03-06 17:35:00,0
ACT0010637,O001756,S012,Call,2025-03-13 14:53:00,26
ACT0010638,O001756,S012,Call,2025-04-10 17:38:00,26
ACT0010639,O001756,S012,Meeting,2025-04-06 14:16:00,73
ACT0010640,O001756,S012,Email,2025-04-08 16:22:00,0
ACT0010641,O001757,S009,Meeting,2025-06-23 18:41:00,48
ACT0010642,O001757,S009,Call,2025-06-14 09:30:00,10
ACT0010643,O001757,S009,Call,2025-06-07 11:13:00,23
ACT0010644,O001758,S027,Call,2024-09-15 10:49:00,38
ACT0010645,O001758,S027,Call,2022-05-22 11:25:00,25
ACT0010646,O001758,S027,Demo,2024-09-16 12:10:00,93
ACT0010647,O001759,S033,Call,2025-05-28 15:50:00,11
ACT0010648,O001759,S033,Call,2025-06-20 13:01:00,29
ACT0010649,O001759,S033,Call,2025-03-14 08:41:00,15
ACT0010650,O001759,S033,Meeting,2025-04-24 11:41:00,51
ACT0010651,O001759,S033,Email,2025-04-30 13:25:00,0
ACT0010652,O001759,S033,Call,2025-06-26 12:46:00,19
ACT0010653,O001759,S033,Email,2025-02-10 16:05:00,0
ACT0010654,O001759,S033,Demo,2025-06-01 14:13:00,88
ACT0010655,O001760,S008,Meeting,2024-01-11 13:05:00,55
ACT0010656,O001760,S008,Email,2024-02-19 16:40:00,0
ACT0010657,O001761,S002,Demo,2025-05-26 17:23:00,70
ACT0010658,O001761,S002,Email,2025-05-13 14:03:00,0
ACT0010659,O001761,S002,Meeting,2025-05-30 18:05:00,64
ACT0010660,O001761,S002,Meeting,2025-05-16 16:31:00,83
ACT0010661,O001762,S009,Demo,2024-04-09 09:02:00,100
ACT0010662,O001762,S009,Email,2024-01-24 16:15:00,0
ACT0010663,O001762,S009,Call,2024-02-21 09:04:00,33
ACT0010664,O001763,S023,Meeting,2024-03-03 12:18:00,75
ACT0010665,O001763,S023,Email,2024-02-10 17:20:00,0
ACT0010666,O001763,S023,Meeting,2024-02-04 10:42:00,81
ACT0010667,O001763,S023,Call,2023-10-21 17:56:00,43
ACT0010668,O001763,S023,Email,2024-01-11 15:18:00,0
ACT0010669,O001763,S023,Demo,2024-01-28 10:57:00,67
ACT0010670,O001764,S009,Email,2024-02-03 16:03:00,0
ACT0010671,O001764,S009,Email,2023-12-26 15:46:00,0
ACT0010672,O001764,S009,Call,2023-12-09 16:18:00,20
ACT0010673,O001764,S009,Call,2024-01-21 09:24:00,9
ACT0010674,O001764,S009,Email,2024-01-02 15:57:00,0
ACT0010675,O001764,S009,Call,2024-01-27 12:16:00,7
ACT0010676,O001764,S009,Call,2023-11-30 17:53:00,25
ACT0010677,O001764,S009,Email,2023-11-17 14:39:00,0
ACT0010678,O001765,S033,Meeting,2024-11-08 16:55:00,37
ACT0010679,O001765,S033,Demo,2024-11-03 13:41:00,112
ACT0010680,O001765,S033,Meeting,2024-11-02 14:44:00,75
ACT0010681,O001765,S033,Meeting,2024-11-03 13:17:00,52
ACT0010682,O001765,S033,Meeting,2024-11-05 10:05:00,32
ACT0010683,O001766,S040,Email,2024-09-18 13:58:00,0
ACT0010684,O001766,S040,Email,2024-09-08 17:09:00,0
ACT0010685,O001766,S040,Email,2024-10-17 13:20:00,0
ACT0010686,O001766,S040,Email,2024-10-12 10:11:00,0
ACT0010687,O001766,S040,Email,2024-10-02 08:37:00,0
ACT0010688,O001766,S040,Call,2024-09-11 08:30:00,20
ACT0010689,O001766,S040,Email,2024-09-20 18:47:00,0
ACT0010690,O001767,S016,Email,2025-02-10 16:58:00,0
ACT0010691,O001767,S016,Email,2025-04-01 14:51:00,0
ACT0010692,O001767,S016,Call,2025-03-06 09:44:00,36
ACT0010693,O001767,S016,Email,2025-03-15 09:57:00,0
ACT0010694,O001767,S016,Email,2025-02-22 15:45:00,0
ACT0010695,O001767,S016,Demo,2025-02-21 09:30:00,97
ACT0010696,O001767,S016,Call,2025-03-04 17:55:00,7
ACT0010697,O001768,S031,Call,2025-06-16 16:00:00,12
ACT0010698,O001768,S031,Meeting,2025-06-28 09:04:00,49
ACT0010699,O001769,S001,Call,2025-06-20 18:11:00,13
ACT0010700,O001769,S001,Email,2025-06-20 10:46:00,0
ACT0010701,O001769,S001,Email,2025-06-01 15:44:00,0
ACT0010702,O001769,S001,Call,2025-05-20 16:21:00,27
ACT0010703,O001769,S001,Demo,2025-06-12 18:26:00,99
ACT0010704,O001770,S039,Email,2025-06-13 17:03:00,0
ACT0010705,O001770,S039,Call,2025-06-18 15:39:00,28
ACT0010706,O001771,S020,Email,2024-11-14 12:20:00,0
ACT0010707,O001771,S020,Demo,2024-10-28 08:49:00,114
ACT0010708,O001771,S020,Email,2024-11-22 15:24:00,0
ACT0010709,O001771,S020,Email,2024-10-16 08:11:00,0
ACT0010710,O001771,S020,Email,2024-11-23 11:44:00,0
ACT0010711,O001772,S026,Email,2024-06-02 13:51:00,0
ACT0010712,O001772,S026,Call,2024-05-28 11:59:00,27
ACT0010713,O001772,S026,Meeting,2024-05-17 16:34:00,56
ACT0010714,O001772,S026,Call,2024-04-20 11:02:00,27
ACT0010715,O001772,S026,Meeting,2024-04-21 13:34:00,76
ACT0010716,O001772,S026,Meeting,2024-05-21 17:43:00,52
ACT0010717,O001772,S026,Meeting,2024-05-31 11:24:00,71
ACT0010718,O001773,S025,Email,2025-05-10 11:38:00,0
ACT0010719,O001773,S025,Call,2025-05-14 18:13:00,34
ACT0010720,O001773,S025,Email,2025-05-17 16:01:00,0
ACT0010721,O001773,S025,Email,2025-05-10 17:53:00,0
ACT0010722,O001773,S025,Demo,2025-05-11 11:23:00,115
ACT0010723,O001773,S025,Email,2025-05-07 17:30:00,0
ACT0010724,O001774,S035,Email,2024-04-01 12:56:00,0
ACT0010725,O001774,S035,Email,2024-04-05 17:40:00,0
ACT0010726,O001774,S035,Meeting,2024-03-03 14:30:00,51
ACT0010727,O001774,S035,Email,2024-03-07 12:41:00,0
ACT0010728,O001774,S035,Email,2024-03-29 18:29:00,0
ACT0010729,O001774,S035,Demo,2024-03-09 09:49:00,86
ACT0010730,O001774,S035,Call,2024-03-23 08:14:00,6
ACT0010731,O001774,S035,Email,2024-03-22 16:38:00,0
ACT0010732,O001774,S035,Call,2024-04-05 14:53:00,44
ACT0010733,O001774,S035,Email,2024-03-15 13:37:00,0
ACT0010734,O001774,S035,Email,2024-03-13 10:44:00,0
ACT0010735,O001774,S035,Email,2024-03-24 09:06:00,0
ACT0010736,O001774,S035,Call,2024-03-06 18:11:00,11
ACT0010737,O001774,S035,Call,2024-04-04 17:57:00,9
ACT0010738,O001775,S012,Meeting,2025-03-21 11:43:00,51
ACT0010739,O001775,S012,Email,2025-03-06 11:02:00,0
ACT0010740,O001775,S012,Email,2025-02-18 13:33:00,0
ACT0010741,O001775,S012,Call,2025-02-20 10:16:00,41
ACT0010742,O001775,S012,Call,2025-02-12 09:57:00,26
ACT0010743,O001775,S012,Call,2025-03-07 14:47:00,8
ACT0010744,O001775,S012,Meeting,2025-02-15 16:07:00,34
ACT0010745,O001776,S037,Email,2023-08-18 15:30:00,0
ACT0010746,O001776,S037,Call,2023-07-23 14:23:00,43
ACT0010747,O001776,S037,Call,2023-07-25 16:45:00,21
ACT0010748,O001776,S037,Call,2023-08-04 17:16:00,42
ACT0010749,O001776,S037,Call,2023-07-23 15:04:00,19
ACT0010750,O001776,S037,Meeting,2023-07-31 16:56:00,49
ACT0010751,O001777,S009,Call,2024-12-08 10:16:00,11
ACT0010752,O001777,S009,Meeting,2024-12-08 08:38:00,89
ACT0010753,O001777,S009,Call,2024-12-26 17:17:00,43
ACT0010754,O001777,S009,Call,2025-03-15 17:22:00,17
ACT0010755,O001778,S022,Call,2025-03-29 09:40:00,19
ACT0010756,O001778,S022,Call,2025-03-25 13:22:00,36
ACT0010757,O001778,S022,Call,2025-04-11 13:29:00,18
ACT0010758,O001778,S022,Call,2025-03-26 08:06:00,27
ACT0010759,O001778,S022,Email,2025-04-03 13:03:00,0
ACT0010760,O001778,S022,Demo,2025-04-04 09:39:00,78
ACT0010761,O001779,S012,Email,2024-02-10 11:23:00,0
ACT0010762,O001779,S012,Email,2024-02-18 13:19:00,0
ACT0010763,O001779,S012,Email,2024-02-25 13:40:00,0
ACT0010764,O001779,S012,Email,2024-02-17 17:39:00,0
ACT0010765,O001779,S012,Call,2024-02-07 11:11:00,32
ACT0010766,O001780,S005,Call,2025-06-12 18:18:00,21
ACT0010767,O001781,S024,Meeting,2025-06-20 13:23:00,69
ACT0010768,O001782,S012,Meeting,2025-03-19 17:14:00,83
ACT0010769,O001782,S012,Call,2025-03-26 17:08:00,14
ACT0010770,O001782,S012,Call,2025-03-24 10:18:00,21
ACT0010771,O001782,S012,Email,2025-02-24 10:25:00,0
ACT0010772,O001783,S013,Email,2023-05-08 08:25:00,0
ACT0010773,O001783,S013,Email,2023-03-31 15:03:00,0
ACT0010774,O001783,S013,Demo,2023-04-26 09:08:00,65
ACT0010775,O001783,S013,Email,2023-04-15 10:50:00,0
ACT0010776,O001783,S013,Email,2023-04-30 09:31:00,0
ACT0010777,O001783,S013,Meeting,2023-04-26 18:07:00,43
ACT0010778,O001783,S013,Email,2023-04-22 12:47:00,0
ACT0010779,O001784,S023,Email,2023-07-15 14:58:00,0
ACT0010780,O001784,S023,Call,2023-07-21 14:42:00,15
ACT0010781,O001784,S023,Email,2023-07-06 10:53:00,0
ACT0010782,O001784,S023,Email,2023-06-14 16:40:00,0
ACT0010783,O001784,S023,Demo,2023-07-16 09:28:00,45
ACT0010784,O001784,S023,Email,2023-07-02 17:20:00,0
ACT0010785,O001784,S023,Demo,2023-07-30 18:12:00,48
ACT0010786,O001784,S023,Email,2023-07-20 12:51:00,0
ACT0010787,O001784,S023,Call,2023-07-31 14:53:00,16
ACT0010788,O001784,S023,Email,2023-06-18 14:29:00,0
ACT0010789,O001784,S023,Call,2023-06-21 09:58:00,26
ACT0010790,O001784,S023,Meeting,2023-06-18 10:56:00,68
ACT0010791,O001784,S023,Email,2023-06-30 08:36:00,0
ACT0010792,O001785,S005,Email,2025-01-06 09:25:00,0
ACT0010793,O001785,S005,Email,2024-12-12 08:27:00,0
ACT0010794,O001785,S005,Email,2025-01-10 13:38:00,0
ACT0010795,O001785,S005,Call,2024-11-11 15:52:00,44
ACT0010796,O001786,S040,Email,2024-02-03 11:08:00,0
ACT0010797,O001786,S040,Demo,2024-04-12 17:45:00,85
ACT0010798,O001786,S040,Email,2024-02-04 14:49:00,0
ACT0010799,O001786,S040,Call,2024-03-16 15:48:00,44
ACT0010800,O001786,S040,Meeting,2024-03-05 17:52:00,67
ACT0010801,O001786,S040,Email,2024-02-19 15:05:00,0
ACT0010802,O001787,S021,Email,2023-02-21 09:54:00,0
ACT0010803,O001787,S021,Demo,2023-03-18 10:20:00,60
ACT0010804,O001787,S021,Call,2023-03-11 09:24:00,37
ACT0010805,O001787,S021,Email,2023-03-19 08:09:00,0
ACT0010806,O001787,S021,Demo,2023-03-17 13:01:00,111
ACT0010807,O001787,S021,Email,2023-01-12 17:27:00,0
ACT0010808,O001787,S021,Meeting,2023-01-15 12:16:00,87
ACT0010809,O001788,S033,Email,2024-11-12 17:37:00,0
ACT0010810,O001788,S033,Call,2024-10-16 14:27:00,29
ACT0010811,O001788,S033,Call,2024-11-01 12:03:00,11
ACT0010812,O001788,S033,Email,2024-11-24 16:33:00,0
ACT0010813,O001788,S033,Call,2024-11-28 16:14:00,14
ACT0010814,O001788,S033,Email,2024-11-17 12:32:00,0
ACT0010815,O001788,S033,Meeting,2024-11-27 17:15:00,81
ACT0010816,O001788,S033,Meeting,2024-11-21 14:55:00,65
ACT0010817,O001789,S023,Demo,2023-08-21 09:01:00,99
ACT0010818,O001789,S023,Demo,2023-08-03 10:32:00,84
ACT0010819,O001789,S023,Call,2023-07-10 13:47:00,27
ACT0010820,O001789,S023,Email,2023-07-22 10:35:00,0
ACT0010821,O001790,S016,Call,2025-03-28 18:05:00,29
ACT0010822,O001790,S016,Email,2025-05-15 09:09:00,0
ACT0010823,O001790,S016,Call,2025-05-05 11:39:00,27
ACT0010824,O001791,S019,Email,2025-05-20 15:18:00,0
ACT0010825,O001791,S019,Email,2025-06-23 16:07:00,0
ACT0010826,O001791,S019,Email,2025-05-19 14:30:00,0
ACT0010827,O001791,S019,Email,2025-06-05 15:19:00,0
ACT0010828,O001791,S019,Email,2025-06-18 14:24:00,0
ACT0010829,O001791,S019,Email,2025-06-17 16:59:00,0
ACT0010830,O001791,S019,Call,2025-06-22 09:02:00,22
ACT0010831,O001791,S019,Meeting,2025-06-23 15:15:00,78
ACT0010832,O001792,S019,Demo,2023-06-30 13:44:00,83
ACT0010833,O001792,S019,Email,2023-06-16 16:13:00,0
ACT0010834,O001792,S019,Demo,2023-07-15 18:26:00,59
ACT0010835,O001793,S019,Email,2025-04-14 10:10:00,0
ACT0010836,O001793,S019,Email,2025-04-25 11:28:00,0
ACT0010837,O001793,S019,Demo,2025-04-12 17:26:00,108
ACT0010838,O001793,S019,Email,2025-04-29 09:33:00,0
ACT0010839,O001793,S019,Email,2025-04-15 13:43:00,0
ACT0010840,O001793,S019,Call,2025-04-28 15:48:00,33
ACT0010841,O001793,S019,Meeting,2025-04-15 15:29:00,65
ACT0010842,O001794,S009,Call,2024-05-09 14:09:00,41
ACT0010843,O001794,S009,Email,2024-06-06 12:43:00,0
ACT0010844,O001794,S009,Email,2024-06-17 11:47:00,0
ACT0010845,O001794,S009,Email,2024-03-09 11:01:00,0
